0,1,2,3,4,5,6,7,8,9,10,11,12
35.32026815483113,1108.1489197236585,277.0912727363975,252.33548576051274,,,,,,,,,
35.320268154933835,1108.1489196800446,277.09127273743695,252.33548569703592,,,,,,,,,
35.3202681550368,1108.1489196364314,277.09127273847633,252.33548563355976,,,,,,,,,
35.32026815513971,1108.1489195928175,277.0912727395158,252.33548557008174,,,,,,,,,
35.32026815524255,1108.1489195492045,277.09127274055515,252.33548550660444,,,,,,,,,
35.32026815534555,1108.148919505593,277.09127274159454,252.33548544312748,,,,,,,,,
1.0000111563664116,1.000470920127532,1.0276535369984725,1.0107142310233397,0.11988223776128727,1.0000836919324287,1.0008050111139504,,,,,,
1.0000111563664116,1.0004709201275248,1.0276535369984678,1.010714231023333,0.11988223776128727,1.0000836919324234,1.0008050111139448,,,,,,
1.0000111563664116,1.0004709201275184,1.0276535369984594,1.010714231023327,0.11988223776128729,1.0000836919324154,1.0008050111139386,,,,,,
1.0000111563664116,1.000470920127511,1.0276535369984532,1.0107142310233204,0.11988223776128729,1.0000836919324083,1.0008050111139317,,,,,,
1.0000111563664116,1.0004709201275055,1.0276535369984463,1.0107142310233117,0.11988223776128729,1.0000836919324023,1.000805011113925,,,,,,
1.0000111563664116,1.000470920127499,1.0276535369984394,1.0107142310233046,0.11988223776128729,1.0000836919323957,1.0008050111139188,,,,,,
0.9999999999283161,0.9999999969924852,0.9999998255680506,0.9999886515789663,0.9999998323017103,0.9995962487410882,-0.0003653753417189908,0.9999999994553911,0.9999999947302961,0.9999999427736797,,,
0.9999999999283161,0.9999999969924852,0.9999998255680506,0.9999886515789663,0.9999998323017103,0.9995962487410882,-0.0003653753417189908,0.9999999994553911,0.9999999947302961,0.9999999427736797,,,
0.9999999999283161,0.9999999969924852,0.9999998255680506,0.9999886515789663,0.9999998323017103,0.9995962487410882,-0.0003653753417189908,0.9999999994553911,0.9999999947302961,0.9999999427736797,,,
0.9999999999283161,0.9999999969924852,0.9999998255680506,0.9999886515789663,0.9999998323017103,0.9995962487410882,-0.0003653753417189908,0.9999999994553911,0.9999999947302961,0.9999999427736797,,,
0.9999999999283161,0.9999999969924852,0.9999998255680506,0.9999886515789663,0.9999998323017103,0.9995962487410882,-0.0003653753417189908,0.9999999994553911,0.9999999947302961,0.9999999427736797,,,
0.9999999999283161,0.9999999969924852,0.9999998255680506,0.9999886515789663,0.9999998323017103,0.9995962487410882,-0.0003653753417189908,0.9999999994553911,0.9999999947302961,0.9999999427736797,,,
0.9999999999999758,0.9999999999989917,0.9999999999399631,0.9999999961175237,0.9999997326704477,0.9999999999389061,0.9999998476123471,0.999613305020706,-0.00038425294078561626,0.9999999999998149,0.9999999999982079,0.9999999999794663,0.9999999997667653
0.9999999999999758,0.9999999999989917,0.9999999999399631,0.9999999961175237,0.9999997326704477,0.9999999999389061,0.9999998476123471,0.999613305020706,-0.00038425294078561626,0.9999999999998149,0.9999999999982079,0.9999999999794663,0.9999999997667653
0.9999999999999758,0.9999999999989917,0.9999999999399631,0.9999999961175237,0.9999997326704477,0.9999999999389061,0.9999998476123471,0.999613305020706,-0.00038425294078561626,0.9999999999998149,0.9999999999982079,0.9999999999794663,0.9999999997667653
0.9999999999999758,0.9999999999989917,0.9999999999399631,0.9999999961175237,0.9999997326704477,0.9999999999389061,0.9999998476123471,0.999613305020706,-0.00038425294078561626,0.9999999999998149,0.9999999999982079,0.9999999999794663,0.9999999997667653
0.9999999999999758,0.9999999999989917,0.9999999999399631,0.9999999961175237,0.9999997326704477,0.9999999999389061,0.9999998476123471,0.999613305020706,-0.00038425294078561626,0.9999999999998149,0.9999999999982079,0.9999999999794663,0.9999999997667653
0.9999999999999758,0.9999999999989917,0.9999999999399631,0.9999999961175237,0.9999997326704477,0.9999999999389061,0.9999998476123471,0.999613305020706,-0.00038425294078561626,0.9999999999998149,0.9999999999982079,0.9999999999794663,0.9999999997667653
