0,1,2,3
-1.404827568356315,-1.101329792461363,-0.6483621687590604,0.11277023131947668
-1.5477713146622327,-0.6096222673893931,0.05692232378260342,0.9692763078747669
-1.8384025948968745,0.8740534413925626,2.3643192957351906,0.4787270762683076
-2.038629000440977,1.4868484642139206,-1.7819633074224996,-2.061821042099772
-1.4184490599503634,-1.1359135033923322,-0.6812766688914519,0.0831912549408318
-1.5425316489804486,-0.6327347123256495,0.02938867501645453,0.9303999165005405
-1.8000369366932982,0.8228036876948769,2.278451856754491,0.42746579145905095
-2.0610480743764334,1.4649347381415092,-1.8469218892447383,-2.1464061827068908
-1.4330717846275227,-1.1716914440686033,-0.7151505234528962,0.05327483224344177
-1.5382310938553698,-0.6560857149367346,0.001891819341072877,0.8923590893627058
-1.7639226394481715,0.7739289834175244,2.1972791793953768,0.3781804454375912
-2.0853549718492177,1.4440685916067388,-1.913785211481475,-2.2331222731543505
-1.4487438472598717,-1.208752328087247,-0.7500564968947944,0.022972506595813826
-1.5348564819509778,-0.6797058497683255,-0.025607393466702526,0.8550965828388759
-1.72997884921193,0.7272834295456095,2.1205701594637225,0.3307301497755287
-2.111481564969905,1.424122560680958,-1.9825553864656367,-2.3220395927617834
-1.465517134992323,-1.2471914355009128,-0.7860722006664799,-0.007765943042952087
-1.5323970559048683,-0.7036259578734829,-0.053147741283081446,0.8185572732198971
-1.6981194575075578,0.6827202350698752,2.048086144647998,0.2849746139141822
-2.139357846471339,1.4049630986282347,-2.0532354587587758,-2.4132372985874486
-1.4834473690034125,-1.2871109340962865,-0.823280319332579,-0.0389925081653353
-1.530844439675867,-0.7278773452874097,-0.08076781532982306,0.7826879135792566
-1.6682548122565,0.6400939700545553,1.9795856479401002,0.24077644574095924
-2.1689123434915083,1.3864504933646131,-2.125829376906243,-2.5068039454860127
